filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
Christopher Ward,2023,California Foundation on the Environment and the Economy,920 11th St,"Sacramento, CA 95814",620,0,2023-09-28,2023-09-29,Gift,true,"Temecula, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Legislative LGBT Foundation,"1017 L Street, #107","Sacramento, CA 95814 ",98,0,2023-05-04,2023-05-05,Gift,true,"Nevada City, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California Life Sciences Association,"455 Capitol Mall, Suite 600","Sacramento, CA 95814 ",381,0,2023-03-01,2023-03-02,Gift,true,"Yountville, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,California YIMBY Education Fund,1121 L St. Suite 210,"Sacramento, CA 95814 ",10711,0,2023-11-05,2023-11-12,Gift,false,"London, England; Paris, France",Travel for policy education ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,San Diego International Airport,3665 N. Harbor Drive,"San Diego, CA 92101 ",5500,0,2023-01-03,2023-12-20,Gift,false,Travel to and from Sacramento for the year of 2023,Parking for legislative purposes ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,San Diego State University,5500 Campanile Dr,"San Diego, CA",55.69,0,2023-03-30,2023-04-02,Gift,false,"Oaxaca, Mexico",Travel for policy trip,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,San Diego State University,5500 Campanile Dr,"San Diego, CA",467.42,0,2023-03-30,2023-04-02,Gift,false,"Oaxaca, Mexico",Travel for policy trip,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Christopher Ward,2023,Santa Ynez Band of Chumash Indians,100 Via Juana Road ,"Santa Ynez, CA 93460 ",125,0,2023-06-23,2023-06-24,Gift,false,Santa Ynez,Lodging for Pride trip ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a09274d8-9a6d-4d0f-923c-000e0fccd4d4.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-ward-35497
Akilah Weber,2022,California Biotechnology Foundation,"1215 K Street, Suite 970","Sacramento, CA 95814",1564.65,0,2022-09-21,2022-09-23,Gift,true,"Seattle, WA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d9cb461-464b-4e70-b679-085e57ffdb2f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",858.56,0,2022-12-08,2022-12-09,Gift,true,"Coronado, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d9cb461-464b-4e70-b679-085e57ffdb2f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2022,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa St., Ste. 970","Los Angeles, CA 90017",1630,0,2022-08-04,2022-08-05,Gift,true,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d9cb461-464b-4e70-b679-085e57ffdb2f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2022,San Diego International Airport,3225 N. Harbor Drive,"San Diego, CA 92101",4512,0,2022-01-01,2022-12-31,Gift,false,"Sacramento, CA",Parking for official legislative travel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7d9cb461-464b-4e70-b679-085e57ffdb2f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2023,California Association of Health Plans,"1415 L Street, Suite 850","Sacramento, CA 95814",599.91,0,2023-03-02,2023-03-03,Gift,true,"Winters, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2023,California Biotechnology Foundation,"1215 K Street, Suite 970","Sacramento, CA 95814",3403.72,0,2023-10-03,2023-10-05,Gift,,"Boston, MA",Travel related to Health Policy Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2023,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",1189,0,2023-11-09,2023-11-10,Gift,,"Napa, CA",Travel related to policy conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2023,National Conference of State Legislatures,7700 E. First Place,"Denver, CO 80230",1896.97,0,2023-09-28,2023-09-29,Gift,,"Chicago, IL",Travel related to Health Policy Seminar,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Akilah Weber,2023,Women in California Leadership,"1414 K Street, Suite 250","Sacramento, CA 95814",228.83,0,2023-02-16,2023-02-16,Gift,,"Winters, CA",Travel related to Policy Retreat,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7118518d-1052-4d62-81bc-523fbd9d6a4f.pdf,https://digitaldemocracy.calmatters.org/legislators/akilah-weber-165432
Buffy Wicks,2021,California Democratic Party,1830 9th Street,"Sacramento, CA 95811",60.99,0,2021-08-24,2021-08-24,Gift,false,Sacramento,caucus lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2021,Reyes for Assembly 2022,"1787 Tribute Road, Suite K","Sacramento, CA 95815",153.8,0,2021-10-12,2021-10-12,Gift,false,"San Bernardino, Corona, Riverside, Bloomington",Travel related to policy tour.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2021,San Francisco Bay Area Planning & Urban Research Association,654 Mission Street,"San Francisco, CA 94105",80.31,0,2021-10-22,2021-10-22,Gift,false,Monterey,"Lunch related to a policy event
Public Policy",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2021,Tim Grayson for Assembly 2022,"1787 Tribute Road, Suite K","Sacramento, CA 95815",111.81,0,2021-09-27,2021-09-27,Gift,false,Concord and Oakland,"Travel related to policy tour.

",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2022,California Forward,"925 L Street, Suite 600","Sacramento, CA 95814",290.73,0,2022-10-27,2022-10-28,Gift,true,"Bakersfield, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2022,California Legislative Jewish Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",17237,0,2022-07-05,2022-07-13,Gift,false,Israel,"Travel, lodging, and meals related to policy tour.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2022,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",1630,0,2022-08-04,2022-08-05,Gift,false,"Napa, CA",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,Asian Pacific Islander Legislative Caucus Foundation,1787 Tribute Road,"Sacramento, CA 95815 ",130.22,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,California State Association of Electrical Workers,297 N. Marengo Avenue,"Pasadena, CA 91101 ",162.83,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,California Teachers Association,1118 10th Street,"Sacramento, CA 95814",162.83,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,California YIMBY Education Fund,"1121 L Street, Suite 210","Sacramento, CA 95814",18740.3,0,2023-11-05,2023-11-12,Gift,false,London and Paris,"Travel, lodging, and meals related to a policy tour",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,Pacific Gas & Electric,P.O. Box 770000 Mail Code B29H,"San Francisco, CA 94177",162.83,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, CA",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,Republic Services,"6800 Koll Center Parkway, Suite 320 ","Pleasanton, CA 94566",108.56,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA 92346 ",162.83,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,The Olson Company,"3010 Old Ranch Parkway, Suite 100","Seal Beach, CA 90740",472.5,0,2023-03-24,2023-03-24,Gift,true,"Claremont, California",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,United Food and Commercial Workers Western States Council,8530 Stanton Avenue,"Buena Park, CA 90620",162.83,0,2023-01-19,2023-01-20,Gift,false,"Sausalito, California",Lodging and meals related to a policy event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Bob Wieckowski,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94135",4142.37,0,2021-03-28,2021-04-03,Gift,true,"Yosemite, Coalinga, Bakersfield, Ojai",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/92a595bf-2168-406a-b212-dfface10c1cd.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-wieckowski
Bob Wieckowski,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94135",596.13,0,2021-04-22,2021-04-23,Gift,true,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/92a595bf-2168-406a-b212-dfface10c1cd.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-wieckowski
Bob Wieckowski,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94135",5082.21,0,2021-09-19,2021-09-24,Gift,true,"Vancouver, British Columbia and Toronto, Ontario",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/92a595bf-2168-406a-b212-dfface10c1cd.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-wieckowski
Bob Wieckowski,2021,Climate Action Reserve,818 W 7th St Suite #710,"Los Angeles, CA 90017",5000,0,2021-11-05,2021-11-13,Gift,true,"Glasgow, SCT",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/92a595bf-2168-406a-b212-dfface10c1cd.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-wieckowski
Scott Wiener,2022,California Environmental Voters,"350 Frank H. Ogawa Plaza, Suite 1100","Oakland, CA",3342.67,0,2022-12-10,2022-12-14,Gift,true,Montreal,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202 ","San Francisco, CA",15324.67,0,2022-04-10,2022-04-16,Gift,false,Iceland,"Study trip: Topics were climate change, renewable energy.and food security.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA",18137,0,2022-07-05,2022-07-13,Gift,false,Israel,Cultural and educational trip.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,California Teachers Association,1118 10th Street,"Sacramento, CA",409.73,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,National Conference of State Legislatures,7700 East First Place,"Denver, CO",1473.63,0,2022-06-03,2022-06-05,Gift,true,"Denver,C0",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA",184.61,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2022,United Food and Commercial Workers Western States Council,8530 Stanton Avenue,"Buena Park, CA",184.61,0,2022-03-24,2022-03-25,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f812fa4c-56ce-45c5-a680-f30c5a05cb09.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,Asian Pacific Islander Legislative Caucus Foundation,"c/o Deane and Company, 1887 Tribute Road","Sacramento, CA 95815",130.22,0,2023-01-19,2023-01-20,Gift,true,Sausalito,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,California Environmental Voters,"1111 Broadway, Suite 300","Oakland, CA 94607",766.04,0,2023-04-27,2023-04-29,Gift,true,Napa,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,California State Association of Electrical Workers,297 N. Marengo Ave,"Pasadena, CA 91101",162.83,0,2023-01-19,2023-01-20,Gift,true,Sausalito,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,California Teachers Association,1118 10th Street,"Sacramento, CA 95814",162.83,0,2023-01-19,2023-01-20,Gift,true,Sausalito,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,California YIMBY Education Fund,1121 L Street Suite 210,"Sacramento, CA 95814",16684.35,0,2023-11-05,2023-11-12,Gift,false,London & Paris,travel costs,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,JK Irwin Foundation,2500 Steiner St #8,"San Francisco, CA 94115",587.1,0,2023-02-02,2023-02-03,Gift,false,Carlsbad,Smart Justice Retreat & Policy Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,Republic Services,"6800 Koll Center Parkway, Suite 320","Pleasanton, CA 94566",108.56,0,2023-01-19,2023-01-20,Gift,true,Sausalito,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA 92346",162.83,0,2023-01-19,2023-01-20,Gift,true,Sausalito,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
Scott Wiener,2023,The Climate Registry,"600 Wilshire Blvd, Suite 202","Los Angeles, CA 90017",803.38,0,2023-09-17,2023-09-19,Gift,true,"NewYork, New York",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5031a2ca-f1df-45af-a57f-ee5a2c926caf.pdf,https://digitaldemocracy.calmatters.org/legislators/scott-wiener-100936
